"","k1","k2","h_r","h_w","h_s","h_a"
"83",0.770750629641116,0.00634411068608286,0.383717263294384,0.368399822462816,0.144230977725238,0.345814793496393
"84",0.741506759151816,0.00592389227293432,0.372210082055535,0.362626801007427,0.147092590942048,0.341044942720327
"85",0.788000018484891,0.00610888830159092,0.335775518626906,0.365036375001073,0.156621465445496,0.374564076457173
"86",0.798596966862679,0.00575983811573824,0.355902270781808,0.384859390736092,0.160396833184641,0.349917745022103
"87",0.820981739126146,0.00660235593306599,0.354869691533968,0.32778195028659,0.161434523176867,0.326441990109161
"88",0.837316148765385,0.0062114511211426,0.346339445421472,0.329810641226359,0.141896753255278,0.380395048819482
"89",0.810749946273863,0.00649268061315175,0.341684065172449,0.328325334109832,0.14568804948125,0.359294373071752
"90",0.799202456399798,0.00631035404315218,0.33682011866942,0.358821088026743,0.140176726689097,0.354166446165182
"91",0.731209234893322,0.00593896044104127,0.341486332181375,0.374675626552198,0.162016504760832,0.354497223114595
"92",0.752187488526106,0.0059928057918814,0.329337444973644,0.321190050079022,0.161648072011303,0.369174548643641
"93",0.814205665998161,0.00649799938993994,0.37755619677715,0.349150105991866,0.140721723802853,0.362863701325841
"94",0.738178525865078,0.00589521422940074,0.350118852267042,0.367138882162981,0.156984119550325,0.337769730172586
"95",0.855907158665359,0.00617057727135019,0.31748722671764,0.35948062221054,0.162339034520555,0.341349598665256
"96",0.737313567437232,0.00599298418893479,0.345696458385792,0.326522948211059,0.148159626228735,0.377034391209017
"97",0.818637753911316,0.00603042465913575,0.355822968946304,0.353023436488584,0.150772740736138,0.366308258706704
"98",0.844510114118457,0.00578222227958497,0.331594778059516,0.383784316845704,0.147199368341826,0.382206192363519
"99",0.862705015465617,0.00583523004514398,0.347532455052715,0.382301635555923,0.16074896314647,0.35560247761663
"100",0.773062429726124,0.00610582179369405,0.316688470698427,0.366997477076948,0.161183625853155,0.3670919709187
"101",0.849780229739845,0.0065889349193708,0.371704658519011,0.321215404695831,0.140868315759581,0.375953567267861
"102",0.871614198312163,0.00662675770120928,0.337495269963983,0.381420316817239,0.158603680212982,0.373363764050882
"103",0.835068555697799,0.00657499828313943,0.375073479332495,0.352550556696951,0.146583325776737,0.317711315455381
"104",0.8465762308985,0.00568433189948322,0.36491820508847,0.333582794435788,0.15495150467148,0.321134149495047
"105",0.792482180632651,0.00575939775183098,0.351948635233566,0.34096040909877,0.156258085167501,0.357822674743365
"106",0.736063269488513,0.00606690864846576,0.31587786935037,0.376034655363765,0.151816743083764,0.340526301795617
"107",0.739124961458147,0.0064609346688725,0.35728148955619,0.355127107305452,0.159993197552394,0.363927125742193
"108",0.849221936576068,0.00661978672544006,0.337786142404657,0.328143719853833,0.14418313417118,0.331329800339881
"109",0.764626727066934,0.00597005276876967,0.348321828881744,0.357459754347801,0.148197672273964,0.355516455224715
"110",0.783001376390457,0.00550679587287595,0.34327847461449,0.383599687954411,0.14535453439923,0.346275239123497
"111",0.728899284675717,0.00620553019587649,0.328787964486983,0.319403354078531,0.160789331279229,0.359793576160446
"112",0.806515141054988,0.00587132411400555,0.365656621495727,0.355310260888655,0.150006846471224,0.339722326637711
"113",0.817776333875954,0.00602287482735468,0.354786686645821,0.374891795874573,0.157551635038108,0.368476123679429
"114",0.760447369776666,0.00597221792826662,0.356275197961368,0.359139673425816,0.1365700052795,0.322077713767067
"115",0.868485427759588,0.00631920025598491,0.318204142285977,0.372277146803681,0.151977610706817,0.325443998833653
"116",0.865653058663011,0.00560857510313857,0.344788449234329,0.339653049416374,0.163877445585094,0.348298893056344
"117",0.765968457236886,0.00546889198886696,0.335594371377956,0.365865674803499,0.157566573685035,0.377809056288097
"118",0.817587781772018,0.00562145118784625,0.358484262183774,0.372539615065325,0.160445752025116,0.371993419534992
"119",0.861817174255848,0.00630890317054698,0.324228052350227,0.315315684312955,0.152346218316816,0.326787582968827
"120",0.86776775430888,0.0063667801168561,0.345125296982005,0.382178883387241,0.158382832193747,0.351637950034346
"121",0.739655406475067,0.00572930147410603,0.362548247501254,0.376728183273226,0.16007658720715,0.328074143577833
"122",0.722725542970002,0.00586899977589492,0.31704320049379,0.319432748239487,0.140694462074898,0.360311767288949
"123",0.828244957253337,0.00624475319671445,0.344042439097539,0.382604125395883,0.160811693931464,0.315157433969434
"124",0.850778379514813,0.00601663397227181,0.353225407339632,0.329064480087254,0.150200788727961,0.341083216078114
"125",0.852367658242583,0.00620359673018334,0.348473993954249,0.35375585939968,0.149666746971197,0.36415846710559
"126",0.870140139460564,0.00653113171910867,0.34947314560879,0.350737366089597,0.151125514986925,0.34559055874357
"127",0.798763203956187,0.00630532464534976,0.350708423191681,0.361430757199414,0.143259758865461,0.355607039532624
"128",0.732471211329103,0.00650925360703375,0.360030050037894,0.362438661968335,0.156661512509454,0.343820852385834
"129",0.84141810528934,0.00587374935251661,0.348762963276822,0.355879790978506,0.161628549937159,0.373507479317486
"130",0.784177023135126,0.0063165810421505,0.348096892624162,0.333297874256968,0.154203008094337,0.343610755817499
"131",0.804965174123645,0.0065176253393339,0.345334827580955,0.342995077823289,0.13575482561253,0.361844912248198
"132",0.776645366288722,0.00661827348707244,0.381908864325378,0.355617914681788,0.164582137002144,0.315658554502297
"133",0.722609859332442,0.00599621228503995,0.355458519035019,0.364286454499233,0.151298270530533,0.350617458696943
"134",0.814111533649266,0.00638531355386134,0.360118221633602,0.35303302582819,0.147461842568591,0.374101875096094
"135",0.854845670945942,0.00576593734114431,0.315270100813359,0.35496163769858,0.163945386540145,0.316997577683069
"136",0.723686910420656,0.00640580454039155,0.339609658212867,0.34553685751278,0.150308825138491,0.369013928060886
"137",0.859004833437502,0.00640983966925647,0.350798520820681,0.35692067098571,0.144351347771008,0.379161035744473
"138",0.871010143905878,0.00639598838642705,0.381603250538465,0.367983350013383,0.154867500246037,0.368203696729615
"139",0.832592573016882,0.00563830176770221,0.367024451012257,0.361482747450937,0.154977570197079,0.315608538722154
"140",0.842571204937995,0.00651598094836343,0.318385560605675,0.335481757388916,0.154301266672555,0.377496995558031
"141",0.795815270803869,0.00588683493278222,0.381890904242173,0.347296361688059,0.152329719706904,0.331908807540312
"142",0.727860391549766,0.00581515422164928,0.340749432120938,0.337891616094857,0.13506533146603,0.337349822807591
"143",0.746714653298259,0.00567734690591926,0.368267019456252,0.377272256573196,0.16040732962545,0.368552303572651
"144",0.755042773075402,0.00653548248176463,0.361121485342737,0.329620796309318,0.160699901611079,0.349985676473007
"145",0.792948774397373,0.0056938348002336,0.369321548442822,0.336906758386176,0.152609488419257,0.361836970748845
"146",0.768288160972297,0.00613338667467237,0.352781435307115,0.327916949305218,0.154147433226462,0.335031541553326
"147",0.855111792348325,0.00640843702178681,0.357237945199013,0.362282003236469,0.163520812857896,0.347954546466935
"148",0.878538837470114,0.00617006314026657,0.32601028205594,0.365404177065939,0.156302287846338,0.366398753586691
"149",0.740355792120099,0.00560115113598062,0.346119612895418,0.324267079317942,0.138349069235846,0.360611361600459
"150",0.831353946179152,0.0060470990760182,0.362585960072465,0.345910378368571,0.14705685129622,0.368573976438492
"151",0.799667175374925,0.00639125199228525,0.378945925231092,0.361238051468972,0.13518097075168,0.35392298911931
"152",0.780137935802341,0.00589548105911119,0.351715726575348,0.335122129365336,0.140155170466751,0.360121097620577
"153",0.847905827946961,0.0061945435809833,0.379956853159238,0.352986555497628,0.145067851531785,0.380881369072013
"154",0.756965975984931,0.0065319564027898,0.346163588403724,0.355707867240999,0.141862657370511,0.315580775272101
"155",0.870063613429666,0.00612596350451466,0.36732457537204,0.378065771760885,0.148012624292169,0.352877166650724
"156",0.848199625834823,0.00589554903627373,0.330018374938518,0.382253994382918,0.156003011211287,0.363390103296842
"157",0.849583898298442,0.00626638458607951,0.361401297177654,0.341090983692557,0.140683577349409,0.355600508898497
"158",0.845370180681348,0.00581679943553871,0.362561800011899,0.372442949218675,0.159513515832368,0.345357296317816
"159",0.849355023391545,0.00589271627454786,0.345367670510896,0.339994349540211,0.136257935960311,0.322990689256694
"160",0.861235342398286,0.00612159108396154,0.333355972629506,0.374942044147756,0.159566607107408,0.3576445773663
"161",0.766263916641474,0.00629371134625981,0.35196591315791,0.360928027094342,0.158370162891224,0.369464563785586
"162",0.837310786135495,0.0058679358428251,0.362535548231099,0.380526471112389,0.136435576546937,0.360085776851047
"163",0.771550387442112,0.00652404413282173,0.323674515418243,0.339149366130587,0.144466570699587,0.346657658896875
"164",0.834247143194079,0.00608206058470765,0.378051837368403,0.342425194389652,0.149419441795908,0.352127778055146
"165",0.794032142497599,0.0062669898538175,0.364909915134776,0.32092789291637,0.149097500725184,0.35717391461134
"166",0.81455880086869,0.00608124937790912,0.382180400923826,0.328168845383916,0.159899666891433,0.358649774182122
"167",0.874786060489714,0.00579577315586386,0.344615108617581,0.376573849862907,0.162909363973886,0.363357510739006
"168",0.825372063666582,0.00597687050694367,0.331102429074235,0.357565099461935,0.16245566850761,0.336006474441383
"169",0.837411146685481,0.0061342708682688,0.353124885580037,0.378661173998844,0.158782222133595,0.369155459343456
"170",0.794249691516161,0.00595724806164624,0.3700476559042,0.350128282064106,0.137709538608324,0.335485783047043
"171",0.742564286664128,0.00609868169864174,0.350419035512023,0.358271259949543,0.146121950489469,0.339019475048408
"172",0.776709911748767,0.00557957105100621,0.378476349203847,0.346656003429089,0.142870830728207,0.352287717880681
"173",0.802974165119231,0.00608370265285484,0.361971589596942,0.351731877971906,0.158350575577933,0.33267701029079
"174",0.865755798593164,0.00654425444651628,0.320072930364404,0.32875508757541,0.139590947837569,0.371388896317221
"175",0.772352262735367,0.00585980161969783,0.34996701059863,0.358097552233376,0.139418303228449,0.323236792811658
"176",0.807967756018043,0.00648092651772778,0.339016209992114,0.349526449311525,0.139987986339256,0.361944034388289
"177",0.78998206872493,0.00594264098734129,0.384939677501097,0.340587228271179,0.157257457275409,0.323397303919774
"178",0.82740196198225,0.0066470299296244,0.382607445768081,0.351726853465661,0.153839658165816,0.36277270803228
"179",0.857396966442466,0.0062101836098684,0.344296003617346,0.358785048997961,0.142720927249175,0.354680175252724
"180",0.772273252755403,0.00546012609754456,0.377258492219262,0.361560518809129,0.139153004642576,0.334196513229981
"181",0.802833126634359,0.00582573944310192,0.325022393870167,0.335341643800493,0.153067521303892,0.318308209397364
"182",0.733324199318886,0.00661645966551267,0.317962888260372,0.344036460546777,0.149948056947906,0.326475569910835
"183",0.874706310033798,0.00662299513149774,0.365868886907119,0.371307300371118,0.15707969842013,0.373146304290276
"184",0.800935997031629,0.00644470984971849,0.354545571529306,0.358103997008875,0.162620986788534,0.370607500039041
"185",0.874927842020989,0.00638741256205598,0.359122364388313,0.330675025735982,0.156877401948441,0.354453925609123
"186",0.817614305615425,0.00559554156960919,0.352663163156249,0.336799231944606,0.143394739881624,0.333130905057769
"187",0.806866359561682,0.00569771827536169,0.375374986769166,0.335600028904155,0.152801929442212,0.353853126924951
"188",0.758466639257968,0.00664654141890118,0.336592700774781,0.335144988866523,0.161104080830701,0.326409056219272
"189",0.759198901392519,0.00615232891251566,0.326293025275227,0.316397783714347,0.149264223268256,0.363661112927366
"190",0.746746392995119,0.00556651485269424,0.338209802499041,0.368296849885955,0.151906159941573,0.343478998939972
"191",0.783377734683454,0.00550744331739377,0.332926870535593,0.340080994977616,0.145195700253826,0.361283602551557
"192",0.815319164283574,0.00615828782305587,0.341645493591204,0.354000657848082,0.14942483714316,0.368522072453052
"193",0.863392083309591,0.00617212019030005,0.316855768696405,0.355243198422249,0.1514135854505,0.36040689129848
"194",0.854499250613153,0.0057575545801525,0.374766148633789,0.323601193518843,0.154363931317348,0.382804752839729
"195",0.779018170386553,0.00654808442148846,0.321027772675734,0.354914671659935,0.152786723747849,0.368043417478912
"196",0.817418974451721,0.00639189135777298,0.372461058250628,0.332986327619292,0.158124308204278,0.328022927944548
"197",0.797476142458618,0.00569801189036574,0.323547486290336,0.338179150186479,0.160053858950268,0.373699881527573
"198",0.722510024160147,0.00582180938952137,0.377775746807456,0.315064295807388,0.154537959548179,0.326172426531557
"199",0.829843358062208,0.00553096160385991,0.329029247898143,0.336470557358116,0.141055971183814,0.333813531985506
"200",0.873542839661241,0.0063697087597684,0.342419773153961,0.356396673463751,0.156007613854017,0.384881751302164
"201",0.750792619921267,0.00605121555919759,0.364800247231033,0.339487127601169,0.153815684567671,0.375304822830949
"202",0.75309617832303,0.00587215771541232,0.328544007544406,0.317357109123841,0.138378737568855,0.381861259220168
"203",0.725596972815692,0.00646097681635292,0.34492522025248,0.319562078795861,0.138859530142508,0.369002391076647
"204",0.848367825448513,0.0065321285776631,0.337326335322577,0.315620503923856,0.149511061697267,0.373350755507126
"205",0.803346824534237,0.00652801256637322,0.342786023814697,0.323370256251655,0.150706246225163,0.364685579333454
"206",0.757885053306818,0.0058623990837927,0.361156626897864,0.333132217612583,0.14064926011255,0.377637615513522
"207",0.735806961767375,0.00653155653967988,0.367347714859061,0.344506920634303,0.135591895671096,0.343165727453306
"208",0.866088241375983,0.0062329181377287,0.367431344846263,0.384671590600628,0.156920921355486,0.332053143635858
"209",0.741136686019599,0.00595860702876933,0.377236773180775,0.351543039237149,0.14204173212871,0.339356101744343
"210",0.812493248693645,0.0058159073922364,0.349408742412925,0.34078902908368,0.157466003245208,0.337587997266091
"211",0.803710059039295,0.00631525016470812,0.358144792797975,0.381275951971766,0.162531284296419,0.369526580607053
"212",0.785987261757255,0.0064870220792992,0.350841491434257,0.328664063657634,0.162954128603451,0.327297179775778
"213",0.847468552403152,0.006162806551049,0.320208403023425,0.347847523051314,0.137989836016204,0.356062722417992
"214",0.753984681516886,0.00625268428648124,0.365172440488823,0.358773663782049,0.152469638760667,0.379563748908695
"215",0.80359018150717,0.00569839268463198,0.33546380416723,0.339979279688559,0.158004554640502,0.330102329927031
"216",0.785421857833862,0.00608948583427817,0.317074105916545,0.358438760957215,0.156803637065459,0.323217817777768
"217",0.850888343639672,0.00545211555567104,0.344740492072888,0.347645806239452,0.159283023595344,0.352595101417974
"218",0.839248841367662,0.00653466957221972,0.317016635120381,0.330854708091356,0.151598391649313,0.32386866917368
"219",0.805539113618434,0.00615719680211972,0.381244077738374,0.328099586188328,0.154085280345753,0.354134871035349
"220",0.772299492284656,0.00604775332870428,0.372985717330594,0.360267825468909,0.164995192559436,0.356169001986273
"221",0.741199550256133,0.0060789559940598,0.370303930789232,0.340348975369707,0.151867425993551,0.347849773108028
"222",0.763414277397096,0.00623185407422017,0.375815990110859,0.344046805338003,0.135885356361978,0.353226633872837
"223",0.81768756557256,0.00587414516301127,0.35621739375405,0.371355772260576,0.147923744239379,0.338361100999173
"224",0.846995223499835,0.00595562564410502,0.317424911216367,0.344087343045976,0.159392389843706,0.329257279695012
"225",0.801032600775361,0.00595780981919961,0.336820018680301,0.345960977703799,0.160528320728336,0.3461322390032
"226",0.848921627439559,0.00632219809029484,0.343480740543455,0.346564121511765,0.142098673805594,0.358932579627726
"227",0.81552836611867,0.00654113431478618,0.335524747853633,0.369625014297198,0.14379650570685,0.341538197670598
"228",0.805122763700783,0.00617166712650796,0.350099819977768,0.375292127993889,0.151026611456182,0.336958705822472
"229",0.813609349913895,0.00641781369674252,0.361617318219505,0.323409624095075,0.159103934888262,0.339947097289842
"230",0.853370549120009,0.00621649333743611,0.317001452909317,0.345963873867877,0.138383048507385,0.341847189688124
"231",0.724153225831687,0.00594305708204163,0.381814333437942,0.35602414738154,0.140361057962291,0.36441478989087
"232",0.864818598143757,0.00611526388014201,0.32245403068373,0.323003673972562,0.142021764158271,0.349986588680185
"233",0.779268503412604,0.00627870646656491,0.334892591538373,0.376858474621549,0.146313562598079,0.350325295557268
"234",0.786850553266704,0.00554002918611746,0.347773058325984,0.378135021715425,0.145511107938364,0.319685039825272
"235",0.786981798522174,0.00556429947485682,0.349271265049465,0.340637940797023,0.14789529425092,0.326767523114104
"236",0.755439158268273,0.00635626390931429,0.329844874241389,0.319784109322354,0.143617464238778,0.333135646888986
"237",0.831955700628459,0.00618276036194758,0.349541312502697,0.353986495689023,0.138818665444851,0.336738586628344
"238",0.736287441514432,0.00546085488116369,0.350005850496236,0.354700884963386,0.140500539110508,0.361337207981851
"239",0.840819116719067,0.00629164449726464,0.367420426947065,0.342394167236052,0.164485684786923,0.35620130300289
"240",0.823231641873717,0.00633637775046751,0.330862556186039,0.368776684096083,0.162305613001809,0.348638366386294
"241",0.763007809370756,0.00632694437186001,0.330894546299241,0.357582372757606,0.150428843200207,0.321854099158663
"242",0.809589207321405,0.00551980072510196,0.338918595479336,0.341311441936996,0.162588591158856,0.347125895314384
"243",0.727727410830557,0.00611703873799648,0.351637950018048,0.319476265509147,0.150498627957422,0.353315248354338
"244",0.817748581543565,0.00578330325054238,0.364831748236902,0.330342567584012,0.146569055495784,0.319041184196249
"245",0.779295143783093,0.00652586512090405,0.354361207548063,0.353419574752916,0.154790497734211,0.346488297765609
"246",0.852182256728411,0.00606111716742162,0.365904253376648,0.347128896813374,0.156623060319107,0.329551794412546
"247",0.815868523381651,0.00584934865633724,0.317707406915724,0.363138217208907,0.139849995095283,0.33601983970264
"248",0.834692693464458,0.00577927451401949,0.340886694593355,0.344471613473725,0.15346651051892,0.348730923552066
"249",0.847390978783369,0.0059266271036421,0.330052033362444,0.330852741524577,0.14797178394394,0.356539019311313
"250",0.761369533911347,0.00643770305119688,0.330108923602384,0.37172150560189,0.150761616909876,0.335513660127763
"251",0.76434762980789,0.005691880064297,0.340772064784542,0.349944376924541,0.144130111739505,0.335502113641705
"252",0.772219357416034,0.0055894904034026,0.367031816437375,0.351566824815236,0.154965133136138,0.33575825688662
"253",0.824382048361003,0.0066413814773038,0.330956616888288,0.353966303297784,0.150150193877053,0.361986003774218
"254",0.823537343665958,0.00634459873900283,0.321782226881478,0.382965430759359,0.152882415710483,0.348442540050019
"255",0.768354339003563,0.00642762687259121,0.371122811024543,0.37624107942218,0.161822630097158,0.331662438618951
"256",0.744572541117668,0.00583121510385303,0.371064886080567,0.331016923822463,0.150984892335255,0.317867510374635
"257",0.772656372971833,0.00547399435092928,0.359353420909028,0.345179398544133,0.136603743145242,0.336180805643089
"258",0.879201936647296,0.00546446781795239,0.322428054455668,0.32938506575767,0.162903117318638,0.365829900717363
"259",0.803437692821026,0.00586723113261396,0.31778656806564,0.334928260403685,0.160624470775947,0.357611050859559
"260",0.837247045896947,0.00643235201294301,0.374049498334061,0.337613490971271,0.150877709293272,0.382177795323078
"261",0.855133320949972,0.00644058399608126,0.329653364697006,0.376346247359179,0.139487855422776,0.368146409385372
"262",0.746311890743673,0.00623544488882879,0.378438618704677,0.33154728783993,0.158002507318743,0.373647742506582
"263",0.728383510485291,0.00600373019765131,0.333956346795894,0.326898839257192,0.151692140365485,0.335878283304628
"264",0.801595625244081,0.00593409899223596,0.334719543457031,0.355321573365945,0.135768262669444,0.330701107527129
"265",0.861696473993361,0.00578531650613062,0.316876101593953,0.355554822622798,0.150289378899615,0.347972696358338
"266",0.739978771097958,0.00616548734660493,0.345989988597576,0.33530675139511,0.143218772958498,0.330137545247562
"267",0.726957145780325,0.00625560732250102,0.322766307021957,0.357110294720624,0.154722717236727,0.366675463281572
"268",0.831648328602314,0.00607034165674355,0.352033649503719,0.381869504321367,0.138559799620416,0.349022060234565
